title,rating,type,min_age,max_players,max_time,weight,nlp_description
Unmatched Game System,8.2,Family,9.0,4,40,1.97,unmatchedis highly asymmetrical miniature fighting game two four player hero represented unique deck designed evoke style legend tactical movement luck combat resolution create unique play experience reward expertise mastered one set new hero arrive provide new match ups combat resolved quickly comparing attack defense card however card unique effect simple deep timing system lead interesting decision time game also feature updated version line sight system fromtannh userfor ranged attack area effect description publisher
Karuba,7.2,Family,8.0,4,40,1.42,tile laying race game player starting board identical one player drawing tile use race get explorer temple first earn point along way collect additional point collecting item path create game end one player get explorer corresponding temple whenever last tile drawn placed point win description english ruleset many moon come gone since boat departed journey karuba arrive island player lead expedition team four adventurer navigate way dense jungle make temple may something understatement ancient jungle trail found uncovered first hurry first reach temple collect valuable treasure many path dead end need patient find right best way jungle look gold nugget pick collect applies shiny crystal along path
Legends of Andor,7.1,Thematic,10.0,4,90,2.76,legend andoris cooperative adventure board game two four player band hero must work together defend fantasy realm invading horde secure andor border hero embark dangerous quest course five unique scenario well final scenario created player clever game system keep creature march toward castle player must balance priority carefully heart oflegends andoris unique narrative linked scenario tell overarching story player successfully complete objective scenario legend legend deck conveys plot ever unfolding tale one player protagonist wooden marker move along board legend track key point scenario triggering draw new legend card introduction new game altering effect advancement story plot end player must endeavor guide fate andor heroic action bringing happy ending epic fantasy tale hero roam land completing quest name glory devote defense realm uncover epic tale glory live legend andor description publisher
Elysium,7.2,Strategy,14.0,4,60,2.77,mythic greece upstart demigod want earn favor olympian become figure legend gather hero powerful artifact please god bear power write epic tale let ally achieve destiny enter elysium home glorious brave story written one demigod chosen stand side zeus elysiumis game set collecting combination player recruit card representing hero item power god card many different power create powerful combination earn gold help god victory point favor god card belongs one eight olympian god family show level five turn game player try transfer card theelysiumand write legend series card family different family level epic legend favor god earn go elysium card lose power player therefore renounce combination game balance opportunity simple action constant dilemma complex strategy
Last Will,7.2,Strategy,14.0,5,75,2.72,last rich uncle stated million go nephew enjoy money find nephew rich given large amount money whoever spend first rightful heir visit exclusive theatre eat expensive restaurant buy old property price new one sell ruin host huge party mansion private boat spend like life would depend spend become rich first run money hand receive rest inheritance oh win game inlast player start certain amount money individual player board two errand boy two card combination property helper start round lay card appropriate deck offering board four regular deck property companion event helper expense special card forming deck particular mix card varies round number player player chooses plan round plan indicating number card player draw drawn immediately four regular deck combination many errand boy use later one two number action available round spot playing order round playing order round player take turn choosing action errand boy action player take action playing order round player many action indicated plan action let play one time event cost possibly variable helper recurring expense placed individual player board property cost money may depreciate time often play companion event recurring expense course bring date opera horse yacht increase cost also use action activate card player board possibly one companion always goal spending money helper special card provide unique power boost profligacy end round must discard two card hand property depreciate good player go bankrupt owns property way get rid property sell regretably put money back hand unless depreciation intense manipulate market player money property declares bankruptcy game end conclusion round otherwise game end seven round player least money even debt win
The Fox in the Forest,7.1,Family,10.0,2,30,1.59,fox forestis trick taking game two player aside normal ranked suited card used win trick fairy character fox witch special ability let change trump suit lead even lose trick score point winning trick opponent get greedy win many trick fall like villain many fairy tale
Barcelona,7.7,Strategy,14.0,4,90,3.39,mid th century city barcelona densely populated city europe shortly old city wall finally destroyed ildefons cerd considered inventor urbanism presented plan creation eixample expansion barcelona desperately needed construction began inbarcelona take role builder th century barcelona working new expansion city main goal construct building accommodate citizen want leave old city process also build street create tram line build public service may even decide explore modernisme new architectural art style gaining popularity among rich barcelonais played variable number round interrupted three scoring phase final scoring phase every round player take single turn consisting two action building phase preparation next turn end game player point win description publisher
London,7.3,Strategy,13.0,4,90,2.89,london lie devastated great fire opportunity build new city ash old employ talent people london end favor business class earn money would prefer spend money rightly afford grand monument sumptuous palace must also deal problem rising poverty employ many pauper city throughout game forced make tough decision achieve one aim must sacrifice another may open opportunity competitor londonis player game playing time approximately minute player select card varying power cashflow victory point poverty penalty compete manage efficiently nearly year progress glimpsed game famous building monument era well engineering development streetlight illustrated card lot game londonis scoring vps player manage hand selecting card play building display laying line point player choose run city activate building whatever order prefer resulting action generate money vps reduce poverty effect specified card card entry cost must paid action performed
Euphoria: Build a Better Dystopia,7.2,Strategy,13.0,6,60,3.12,find dystopian cityscape worker disposal make mark world like people dystopian fiction worker oblivious situation world ever known may use whim world know ended place city euphoria risen believing new world order needed prevent another apocalypse euphorian elite erect high wall around golden city promote intellectual equality else gone personal freedom gone knowledge past matter future euphorians alone outside city experienced apocalypse firsthand memory scar prove wastelanders cobbled together society historian farmer among forgotten scrap yard past world surface earth deep underground lie hidden city subterra occupied miner mechanic revolutionary keeping worker dark patched together network pipe sewer steam gear hidden passage secret stairway ineuphoria build better dystopia lead team worker dice recruit card claim ownership dystopian world generate commodity dig tunnel infiltrate opposing area construct market collect artifact strengthen allegiance fulfill secret agenda euphoriais worker placement game dice worker number die represents worker knowledge level awareness dystopia worker knowledge enables various bonus impact player interaction collective knowledge available worker get high one might desert also two elite recruit card disposal one pledged allegiance need convincing reveal use reticent recruit reaching certain milestone game letting player unwittingly reach milestone path victory paved sweat worker strength allegiance tunnel dig infiltrate area world destination land grab form area control accomplish constructing market impose harsh restriction personal freedom upon player changing face game opening new path victory also focus gathering artifact old world object leisure extremely rare utilitarian society dystopian elite covet artifact especially matching pair willing give tract land exchange four distinct society waiting rewrite history willing sacrifice build better dystopia
Warp's Edge,7.7,Strategy,10.0,1,45,2.4,taylor minde rookie pilot force outer rim crucial battle stranded far away fleet lost alone resource running low jump warp gate warp gate hoping find right combination home home find warp take galaxy force ever gone deep behind enemy line find edge blackhole doorstep enemy mighty mothership moment bravery approach enemy fleet maybe get destroy mothership chance react enemy already upon laser fire photon cannon pierce blackness moment later shield gone laser battery empty hull damaged powerless ship split apart fall enemy black hole ship crest gravity edge infinite blackness take hold back started enemy fleet mothership looming distance importantly laser battery full second chance edge space know coming warp edgeis solo bag building game space combat pilot one four starfighters unique weapon loadouts facing one five alien motherships accompanying fleet every matchup offer different challenge pushing toward new strategy tactic limited number warp succeed choose wisely improve arsenal learn new skill box also find page choose path storybook singularity written banana chan set stage event game reveals taylor backstory even customize game setup based narrative choice make
Atlantis Rising (Second Edition),7.5,Family,10.0,7,120,2.45,isle atlantis home sinking able save people time atlantis risingis co operative worker placement game must work together six player deploy citizen across homeland gathering resource order build cosmic gate save people worker placed close shoreline rewarding likely flooded action lost every turn player draw misfortune card flood certain location along ever shrinking atlantis shoreline may otherwise work undermine effort save people must race gather necessary resource build power gate island disappears beneath wave forever edition contains new art graphic design created bring even attention thematic setting game athenian attack phase replaced wrath god phase requiring strategic planning adding sense urgency instead placing worker atlantean navy player must cooperatively decide flood set number tile end round aid task councilor player power expanded made impactful knowledge deck similarly revised expanded variable gate component built longer offer one time bonus create new worker placement spot player send atlantean worker unleash action help save island
Archipelago,7.3,Strategy,14.0,5,240,3.74,inarchipelago player renaissance european power competing exploration pacific caribbean archipelago explore territory harvest resource use resource market internal use native foreign sell europe build market harbor city temple negotiate among maybe betray complete secret objective also need guess secret objective player able benefit player also need careful native make unhappy many unoccupied could revolt declare independence everyone lose according author tried create german economic worker placement game without two thing dislike superficial theme lack interaction indeed game includes present theme lot negotiation potential backstabbing game includes three set objective enabling player choose short medium long game solo play also possible expansion
One Night Ultimate Werewolf,7.0,Party,8.0,10,10,1.38,moderator elimination ten minute game one night ultimate werewolfis fast game player everyone get role one dastardly werewolf tricky troublemaker helpful seer one dozen different character special ability course single morning village decide werewolf take lynching one werewolf win becauseone night ultimate werewolfis fast fun engaging want play two game ever game combined withone night ultimate werewolf daybreak
Vikings,7.2,Strategy,13.0,4,60,2.54,viking fast economic game despite nominal viking theme actual exploration pillaging involved resource game consist coin several type ship tile island tile meeples round random set tile meeples becomes available player take turn buying placing pair meeples tile direct player interaction indirect contention resource buying phase unusual aspect game pricing wheel pair meeples tile set price
DVONN,7.4,Abstract,9.0,2,30,2.65,dvonnis played elongated hexagonal board white black red dvonn piece beginning board empty player place piece empty space board without restriction place dvonn piece first piece next start stacking piece top single piece may moved space direction stack two piece may moved two space etc stack must always moved whole move must always end top another piece stack piece stack lose contact dvonn piece must removed board game end move made player put stack control top one highest stack winner game part ofproject gipf
Sentinels of the Multiverse,7.1,Thematic,8.0,5,60,2.51,mad scientist hold world hostage terrifying invention alien warlord far away galaxy brings limitless army bizarre minion conquer planet giant rampaging robot cut swath destruction across coast destroying major population center stand way team hero impressive power ability stand world force evil help answer call protect multiverse sentinel multiverseis cooperative fixed deck card game comic book flavor player play one ten hero one four villain battle take place one four different dynamic environment player selecting one hero play deck card villain environment deck play requiring player put top card appropriate deck play villain environment turn player turn may play card hand use power printed one card play draw card deck round start villain turn continues clockwise around table concludes environment turn villain various advantage starting certain card play specified villain character card play continues hero reduce villain fewer hp villain defeat hero either via win condition reducing hero fewer hp
Draftosaurus,7.1,Family,8.0,5,15,1.25,goal indraftosaurusis dino park likely attract visitor draft dino meeples place pen placement restriction turn one player roll die add constraint pen player add dinosaur draftosaurusis quick light drafting game hand card pas around selecting one bunch dino meeples palm hand
Carcassonne: Hunters and Gatherers,7.1,Family,8.0,5,40,1.92,carcassonne hunter gatherersis standalone game thecarcassonne seriesset stone age carcassonne game player take turn placing tile create landscape placing meeples score point map creating player point end game win instead city road farm carcassonne hunter gatherershas forest river lake meadow player meeples represent hunter placed meadow gatherer forest fisherman river segment also hut placed river lake get fish entire river system includes many familiar mechanic fromcarcassonnewith new rule including player completes forest gold nugget get immediately draw place bonus menhir tile meadow worth point every animal except tiger negate certain animal river segment worth number tile segment plus number fish lake end fishing hut score end game worth number fish lake connected river devir edition includes relevant part thecarcassonne king scoutexpansion edition scout special tile transformed menhir tile deer score point aurochs point mammoth point meadow river score fish river segment well fish lake end fishing hut likewise player get hut instead
StarCraft: The Board Game,7.4,Strategy,12.0,6,240,3.86,publisher blurb including total plastic figure dozen unit type starcraft board gamefeatures innovative modular board varying size guarantee new experience every game exciting card driven combat system allows player modify upgrade faction wealth powerful technology player unleash zergling rush use powerful protoss shield halt enemy invasion even send cloaked ghost guide nuclear missile target description instarcraft board game player battle galactic domination dynamic board interconnected planet planetary setup already part game every player get two planet place place starting base one planet connected direct z axis connection placed setup sometimes later modified game movement possible within planet connection mean purpose built transport player control afactionout six belongs oneraceout three human zerg andprotoss faction uniquespecial victory condition faction also win throughvictory pointsthat gained controlling special area planet player build unit base upgrade resource gather planetary area control gain access additional unit type upgrade turn subdivided first aplanning phase anexecution phase finally aregrouping phase used cleanup planning phase player take turn playing number oforder tokensinto stack planet order placed later obstructing one placed allows player set combo also obstruct plan player execution phase player take turn player turn come choose one order token top stack execute one order obstructed skip action draw event card instead execution phase player executed order possible order build used building unit building mobilize used moving unit attacking enemy research see order always bestandard ordersorspecial order special order prerequisite stronger effect player also research new technology thus improve combat deck precursor recentdeck buildingmechanisms player given combat deck unique race start game research new technology matching card added deck allows player customize card draw last card deck drawn deck reshuffled card remain combat deck researched though researched technology add effect always play particularly strong combat card discarded one use
Space Empires 4X,7.7,Wargames,14.0,4,240,3.35,space empire game finest tradition x space game explore expand exploit exterminate player build space empire us conquer player exploration mounted map simple player dangerous ship revealing different space terrain affect movement combat space empire developed keep rich theme without overcomplicated rule game includes carrier fighter mine cloaking large technology tree fifteen ship class merchant shipping colonization mining terraforming base shipyard black hole warp point non player alien yet rule short intuitive basic rule page long increase page length advanced rule included
In the Hall of the Mountain King,7.6,Strategy,12.0,5,90,2.85,play troll rebuilding abandoned kingdom mountain inin hall mountain king muscle magic unearth rich dig collapsed tunnel carve great hall raise toppled statue ancestor place honor heart mountain gameplay driven innovative cascading production system timing tactic key work restore home former glory win crown working game board player beginning entrance dig competing network tunnel spending increasingly valuable material lay polyomino tile onto map want extend tunnel connect buried gold material workshop location transform resource especially toppled statue statue key scoring spend cart move tunnel prime scoring location near heart mountain major aspect game cascading production begin line four troll every troll show combination resource gold stone iron marble cart rune hammer produce new troll hired place two troll forming pyramid new troll activates gaining resource troll beneath also activate gaining resource room carry way hire troll gain bigger bigger windfall resource end game nears timing hiring turn versus building turn important try maximize cascade making sure get troll want shared market also stay competitive map game end shortly last player hire sixth troll player honor earned digging tunnel increasing quality excavating great hall moving statue closer heart mountain especially onto matching pedestal crowned mountain king win
Madeira,7.5,Strategy,12.0,4,150,4.3,madeirais island officially discovered early th century portuguese seafarer madeira portuguese word wood refers dense forest covered wild fertile landscape strategic position far atlantic ocean made island one significant portuguese discovery madeira served laboratory would become portuguese empire wheat plantation first mean survival island henrique decided increase economy empire sugar became core business madeira sugar started coming place world africa brazil profit sugar longer enough production famous madeira wine became important economic product island player try adapt constraint working find better field farming right good obtaining precious wood essential erecting new structure city building ship turn ship crucial trading foreign market well taking part new expedition discover country madeira established original administrative division island captaincy funchal machico porto santo ultimate goal develop island gaining prestige portuguese crown crown portugal series request regarding expedition urbanization opening trade route increasing wealth controlling guild island three time game player gain prestige fulfilling certain request crown two time crown request island change focus agriculture due change world player must carefully choose correct timing show achievement early gain much prestige late risk someone else stealing best opportunity take excel endeavor beware wheat may become scarce money never enough population hungry shadow piracy loom large
Taj Mahal,7.3,Strategy,12.0,5,90,2.86,northwest india beginning th century rule grand mogul waning maharishis prince seize opportunity take control region influencing prominent force building magnificent palace ensuring steady supply commodity prince increase power successful goal game gain influence point obtained building palace acquiring commodity palace built securing support vizier general monk princess grand mogul commodity gained seizing control region retrieving space palace built twelve turn auction region control support vizier general monk princess grand mogul represented different symbol player use card four color bid various prize player may play one color given turn turn either increase bid playing card withdraw gain reward every symbol majority place palace gain region tile increase score accordingly bonus point connecting palace several region map final area board auctioned player highest point total win game game thealea big box series note edition fantasy flight game includes rule player use card included game additional component required anyone could use rule version game
Broom Service,7.2,Family,10.0,5,75,2.4,score victory point delivering potion via broom service throughout magical realm broom serviceis card based game combine luck skill balance timely bluffing clever hand management remake award winningwitch brew game played round turn per round round player simultaneously select role card take turn playing one role time role brave action cowardly action brave action stronger riskier another player could steal action later cowardly action safer robust well bluff opponent use gatherer role collect ingredient make potion witch role zoom around broom different area witch druid role deliver potion collecting victory point go chase away lightning cloud help weather fairy keep eye event card change game play one event per round winner player victory point round complete end game bonus point awarded
Tales of the Arabian Nights,7.2,Thematic,14.0,6,120,2.15,tale arabian night hero heroine story adventure wonder like told scheherazade spellbound sultan travel land seeking destiny fortune learn story gain wisdom share others first fulfill destiny next tale tell course winner tale arabian night point game le see win enjoy unfolding telling great story player choose character card quest select set skill move across board fulfill quest player movement based wealth player draw encounter card end move dice thrown determine player response encounter based character card simplified sense big choose adventure game added spice player right left control matrix book tale encounter game move along good pace first player finish quest win book tale huge offer huge amount variability replayability solitaire module purchased separately
Azul: Queen's Garden,7.5,Abstract,10.0,4,60,2.92,welcome back palace sintra king manuel commissioned best garden designer portugal construct extraordinary garden wife queen maria aragon inazul queen garden player tasked arranging magnificent garden king lovely wife arranging beautiful plant tree ornamental feature using innovative drafting mechanism signature theazulseries player must carefully select colorful tile decorate garden incredible garden designer flourish win queen blessing description publisher
Unmatched: Jurassic Park – InGen vs Raptors,8.1,Strategy,14.0,2,40,1.97,battle equal show extreme intelligence even problem solving intelligence especially big one hunted many dangerous predator pack raptor robert muldoon hunter hunted inunmatched jurassic park ingen v raptor clever girl use speed agility surround prey getting stronger attack together ingen game warden security team lay trap slow opponent attack range matchup million year making unmatchedis highly asymmetrical miniature fighting game two four player hero represented unique deck designed evoke style legend tactical movement luck combat resolution create unique play experience reward expertise mastered one set new hero arrive provide new match ups description publisher
Crusaders: Thy Will Be Done,7.5,Strategy,14.0,4,60,2.47,move knight erect building go crusading spread influence order order get strong king philip become nervous disband templar order ending game crusader thy doneuses combination rondel mancala mechanism player rondel upgrade course game control action choice game faction give special power control rondel building erect help form strategy
Baseball Highlights: 2045,7.5,Strategy,9.0,4,45,2.2,american baseball last leg spectator sport football become predominant national pastime year year baseball decided revolutionize game regain throne starting baseball game shortened six inning pitcher encouraged bionic arm implant improve pitching cyborg borgs affectionately known immediately popular soon ruled league robotic player introduced get offense back game robot similar designated hitter used bat field however recent report indicate fielding bot way human player still game known natural best fielder far sorely challenged come hitting pitching natural learned hit swinging pitcher start windup give chance hit ball although hard natural get league popular many natural named great player pre baseball taking first last name borrowed different star player past fan love presence team ensures good revenue stage set fan energized root fanatically new favorite bot borgs natural baseball highlight like watching tv highlight early st century baseball game gameplay full theme out inning without bogging play play baseball simulation quick interactive game two player build team play combining strategy building team tactic playing game without downtime mini game player alternate playing six card simulate full game highlight mini game includes defensive offensive action single card play may include element defensive offensive play try thwart opponent pending hit put strong offensive action use better player player buy new free agent mini game improve roster team win mini game series champ
Nexus Ops,7.2,Thematic,12.0,4,90,2.23,nexus opsis light medium science fiction war game game boast hexagonal board set differently every time well avalon hill edition cool glow miniature lot combat player control competing futuristic corporation battle control moon rubium ore winning battle fulfilling secret mission obtain victory point unit composed various alien race stats similar used theaxis alliesseries combat also similar player lose battle compensated energize card grant special power later player also obtain energize card controlling monolith raised structure center grid first person reach required number victory point win game
Time's Up! Title Recall!,7.7,Party,12.0,18,60,1.19,based popular gametime time title recallchallenges player guess title book film song player try get teammate guess set title three round round one member team try get teammate guess many title possible second round almost kind clue allowed round one word used clue unlimited sound gesture permitted round word allowed
Creature Comforts,7.4,Family,8.0,5,45,2.36,life forest lot fun least sun shining leaf tree day last forever though long weather start change wise animal start harvest long cold winter ahead spend many month tucked burrow want make cozy possible nice bowl soup comfortable rocking chair toy game go long way make dark winter day pas quickly increature comfort spend spring summer fall gathering different good forest spending collect item make home inviting world outside covered layer snow round send family member various location attempt gain supply fall short goal learn lesson better prepared next time family created comfortable den win game description publisher
Take 5,7.0,Family,8.0,10,45,1.19,nimmt k category many name want score point possible play game shuffle number card lay four card face start four row deal ten card player turn player simultaneously choose reveal card hand add card row card placed ascending order based number specifically card placed row end highest number card number sixth card placed row owner card claim five card sixth card becomes first card row addition number card point value finishing ten round player tally score see whether game end category end player score greater example nimmt end someone top happens player fewest point win nimmt work player dynamic gameplay change player one variant game use card card card etc instead card three four five etc player change allows know card play thereby allowing track card played theoretically make better choice card play
Weather Machine,7.7,Strategy,14.0,4,150,4.6,natural disaster soon thing past proclaimed professor ni lativ project chief meteorological manipulation lightning technology test new invention weather machine showed positive result vision quelling flood subduing cyclone ending drought made smile inweather machine scientist prof lativ team tampering local weather adjusting rainfall farm maintaining wind clear sky ecological energy source tweaking temperature resort sporting event prototype quite effective far however pattern emerged revealing worrying side effect use weather machine also alters condition elsewhere planet butterfly effect must build new prototype announces agent shoot sidelong glance time going get right agent silently give single crisp nod confirmation government funding succeed prof lativ explains plan need secure supplier sufficient bot chemical clear addition material time essence must focused efficient hope reining growing global terror earth atmosphere condition harsh homo sapiens specie note solo mode included base game box part ofweather machine upgrade pack
Star Trek: Ascendancy,7.8,Thematic,14.0,3,180,3.19,boldly go one gone instar trek ascendancy board game exploration expansion conflict united federation planet klingon empire romulan star empire control great civilization galaxy striking home world expand influence grow civilization journey peace exploration travel path conquest exploitation command starship establish space lane construct starbases bring system banner plastic miniature star system representing thestar trekgalaxy notable planet location star trek ascendancyputs fate galaxy hand great unknown lie every turn new adventure ship explore new space system encounter new life form new civilization make wondrous discovery face challenging obstacle drawn vast fifty year history ofstar trek brave hazard rura penthe harvest vital resource race develop sherman planet rival stake claim explore mystery mutara nebula ever growing adaptive map galaxy infinite combination planet interstellar phenomenon two game ofstar trek ascendancywill ever play
Queendomino,7.1,Family,8.0,4,25,2.07,description publisher build prestigious kingdom claiming wheat field forest lake grazing ground marsh mountain knight bring rich form coin make sure expand town land make new building appear giving opportunity new strategy may win queen favor always aware dragon queendominois game completely independent fromkingdomino offering choice complex challenge two four player playqueendominoindependently also connection withkingdomino allowing game x grid four player six player stick x grid
Bullet♥︎,7.6,Family,13.0,4,20,2.15,inbullet player take role heroine far flung future earth use incredible power defend earth evil well one another heroine power manifest different form player controlling sound paper technology gravity triangle turn simultaneous place bullet sight color bullet determining column number far column placed use action manipulate bullet form configuration matching pattern using pattern remove bullet sight sends opponent placing bullet skip existing bullet column place bullet hitting placed sight end turn gain even bullet center bag well opponent sent ensuring new turn hectic last choosing order place bullet use action use pattern key staying alive long possible playing optional timer make even intense play bullet includes eight heroine play four game mode description publisher
Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,7.2,Thematic,13.0,4,90,2.72,forgotten evil stir ancient land varisia dark magic thrum amid crumbling ruin giant gather titanic army cultist murder name foul deity maniacal goblin plot fiery end peaceful town sandpoint launch campaign strike back evil plaguing varisia thepathfinder adventure card game rise runelords base set complete cooperative strategy card game pit hero trap monster deadly magic despicable foe pathfinder roleplaying game award winningrise runelords adventure path game player take part fantasy character rogue wizard varying skill proficiency represented card deck classic ability score strength dexterity etc assigned different sized dice player acquire ally spell weapon item goal find defeat villain certain number turn pas villain represented deck card complete challenge foe must overcome character grow stronger game adding unique gear awesome magic deck gaining incredible power need challenge greater threat completepathfinder adventure card gameadventure path thepathfinder adventure card gameis expandable game first set containing nearly card therise runelords base setsupports player cardcharacter add deckexpands possible number player add character option number player game expanded bimonthly card adventure deck erratum early printing loot card sihedron medallion listed belonging b base set instead supposed read burnt offering unknown fixed later printing
Project: ELITE,8.0,Thematic,14.0,6,60,2.49,inproject elite player member elite squad mission stop invading force alien empire stopping invasion requires player speedily roll dice take part real time two minute combat round wave terrifying enemy elite member take turn alien react game continues fast yet tactical series round scenario alien take earth new edition ofproject elitewill new art new miniature new card design new weapon new elite member new enemy
Dice Throne: Season One,7.5,Family,8.0,6,40,2.07,dice throneis game intriguing dice tactical card play powerful hero unique ability fast paced player combat game v v v v v free select variety hero play feel completely distinct one another attack opponent activate ability rolling hero unique set five dice accumulate combat point spend card large range effect granting permanent hero upgrade applying status effect manipulating dice directly teammate even opponent let take look turn v game game begin player selecting hero player one chooses moon elf player two pick barbarian player begin game hp health point moon elf check status effect like poison burn resolve next phase called main phase moon elf player upgrade hero board card hand enough cp pay upgrade also play main phase action card blue card enter offensive roll phase moon elf take roll attempt dice accomplish action attack hero board deciding action within roll attempt action declared defensive roll phase begin opponent barbarian use defensive roll appears hero board amount damage incoming status affect resolved concludes defensive roll phase moon elf player enters second main phase final hero board upgrade play blue main phase action card moon elf must discard extra card hand barbarian player begin turn drawing one additional card starting hand gaining one cp combat point total barbarian follows phase moon elf dicethroneis player age run minute battle ever expanding gallery hero game feel fresh time jump
Colosseum,7.2,Family,10.0,5,90,2.76,incolosseum player roman impresario producing great spectacle arena hope attracting spectator player earn wealth glory event run using create ever ambitious event need improve arena find best performer lure emperor noble manage asset long term success granted title grand impresario tale extraordinary spectacle acclaimed throughout empire commanded emperor greatest celebration roman history continued unabated day rome borne witness grandest spectacle empire ever seen commemorate opening amphitheatrum flavium colosseum ten thousand flocked city experience sight hundred gladiator battle rare exotic animal prowling arena floor hear see greatest musician entertainer throughout empire event prelude today closing finale master impresario prepared moment entire life titus taken seat emperor loge drop hand final spectacle begin moment sun come
Pax Porfiriana,7.7,Strategy,12.0,6,120,3.64,pax porfiriana latin porfirian peace refers year reign dictator porfirio az ruled mexico iron hand toppled revolution rich businessman hacendado turbulent pre revolutionary borderland u mexico player compete build business empire ranch mine rail troop bank subverting opponent bandidos native american lawsuit turn go follows action phase perform three action play new card get new card market speculate card market buy land redeploy troop discard headline remove headline e card bull bear icon reached leftmost position market restore market restore market twelve card income phase collect one gold per income extortion connection cube play depression pay one gold card play includes partner enterprise row troop four scoring card toppling game effect depends current form government government change troop played result card form government also influence different production value game much mine produce player win toppling az either coup succession revolution annexation mexico u az remains firmly seated end game player gold win pax porfirianaincludes card fifty card along ten player used game two game
My Father's Work,7.9,Thematic,14.0,4,180,3.13,wall lined iron shelf metal slat overfilled glass jar containing formaldehyde grotesque curiosity within pristine brass tool refined metal quality never laid eye upon strewn across sturdy slab rock wood edge sharp use however eye soon drawn sturdy writing desk mahogany eaves inlaid thin strip copper center contained well worn leather bound book father journal passed representing year knowledge countless experiment inside weathered tome atop pearly parchment oxidized yellow frayed edge deliberate quill mark crazed genius outlining ambitious project could never complete one lifetime masterwork without realizing hand shaking clutched book chest felt ownership anxiety scientific sketch scrawled eloquently frayed sheet moment began obsession would restore laboratory former brilliance dedicate life completing father work inmy father work player competing mad scientist entrusted page father journal large estate perform devious experiment player earn point completing experiment aiding town endeavor upgrading macabre estate hopefully completing father masterwork balance study active experimentation end generation experiment resource lost time child begin journaled knowledge estate willed since game played course three generation inevitable player rouse townsfolk form angry mob spiral insanity ethically dubious work created player point end three generation win becomes revered feared ingenious scientist world ever known description publisher
Pirates of Maracaibo,7.9,Strategy,12.0,4,100,2.82,set sail adventurous raid perhaps last face danger adventure search high low valuable treasure caribbean offer quickly find safe harbor stash priceless gold rare emerald iridescent pearl explore stockpile cargo hire crew commandeer rival ship forget bury loot sail lookout place settle life high sea come end must outpace opponent one trip around caribbean enough must make three trip order retire richest greatest buccaneer time pirate maracaibois standalone game franchise smaracaibo player familiar game recognize beloved concept original however new player jump right prior knowledge original game aspirate maracaibois independent game accessible rule set game play three round sail caribbean hire crew ally ship explore shore amass treasure ideally retire secluded island revered pirate history cast sailor swashbuckler cast description designer microbadge
War of the Ring: The Card Game,7.7,Strategy,13.0,4,120,2.96,inspired best selling award winningwar ringboard game war ring card gameallows player journey world j r r tolkien sthe lord ringsand create version dramatic conflict dark lord sauron free people middle earth inwar ring card game player compete two team shadow free people player using specific different card deck representing strength weakness different faction involved war free people desperately try complete quest destroy one ring time defending homeland encroaching horde sauron evil ally shadow player must strike quickly decisively ring bearer complete quest try slowly corrupt frodo burdening wound toil sorrow loss companion game player take turn playing card representing character army item event war ring card play help hinder journey fellowship progress path used defend conquer stronghold middle earth fight control new battleground card activated round original illustration greatest tolkienian artist world including amazing gallery landscape shire mordor john fataneh howe war ring card gameis game also memorable collection lover world imagined j r r tolkien chance forge destiny age like never description publisher
Vinhos,7.5,Strategy,12.0,4,135,4.2,vinhos portuguese word wine trading economic game wine making despite small size portugal one world leading wine producer get know country around table six year harvest cultivate vine choose best variety hire best oenologist take part trade fair show opponent best winemaker game player winemaker portugal develop vineyard produce wine achieve maximum profit object game produce quality wine exchanged money victory point best wine sent wine fair order achieve fame win award awake sens fun making selling wine back box cover invinhos portuguese word meaning wine play role wine producer portugal period year expand business establishing estate different region portugal buying vineyard building winery skilled enologist help increase quality wine top wine expert enhance feature feira nacional vinho portugu wine tasting fair selling wine portuguese local hangout establish market presence company help secure fund expand company pay enologist salary everyone know prestige come money alone ensure good reputation international market must meet requirement various country consistently exporting high quality wine periodically wine tasting fair held decide best time announce wine intend present choice best wine value feature essential prestige company definitely make difference suggested player play first game maximum number player vinhoswas previously known asvin cola
